fecha,item_id,nombre_item,categoria,unidad_medida,ocupacion_familias,stock_inicio,ingreso_stock,consumo_real,stock_fin,consumo_estimado_7d,consumo_estimado_14d,dias_cobertura,stock_critico_7d,stock_critico_14d
2025-04-07,ITM012,Ensure pediátrico,alimentos,unidad,54,42.8,0.0,3.6,39.2,24.4,48.8,11.25,1.0,1.0
2025-04-08,ITM012,Ensure pediátrico,alimentos,unidad,55,39.2,0.0,4.1,35.1,25.3,50.6,9.71,1.0,1.0
2025-04-09,ITM012,Ensure pediátrico,alimentos,unidad,56,35.1,0.0,3.4,31.7,25.8,51.6,8.6,1.0,1.0
2025-04-10,ITM012,Ensure pediátrico,alimentos,unidad,58,31.7,0.0,4.9,26.8,27.4,54.8,6.85,1.0,1.0
2025-04-11,ITM012,Ensure pediátrico,alimentos,unidad,58,26.8,0.0,3.9,22.9,27.8,55.6,5.77,1.0,1.0
2025-04-12,ITM012,Ensure pediátrico,alimentos,unidad,57,22.9,0.0,3.6,19.3,27.9,55.8,4.84,0.0,0.0
2025-04-13,ITM012,Ensure pediátrico,alimentos,unidad,58,144.2,124.9,5.3,138.9,28.8,57.6,33.76,0.0,0.0
2025-04-14,ITM012,Ensure pediátrico,alimentos,unidad,57,138.9,0.0,3.2,135.7,28.4,56.8,33.45,0.0,0.0
2025-04-15,ITM012,Ensure pediátrico,alimentos,unidad,58,135.7,0.0,3.3,132.4,27.6,55.2,33.58,0.0,0.0
2025-04-16,ITM012,Ensure pediátrico,alimentos,unidad,56,132.4,0.0,2.5,129.9,26.7,53.4,34.06,0.0,0.0
2025-04-17,ITM012,Ensure pediátrico,alimentos,unidad,56,129.9,0.0,4.0,125.9,25.8,51.6,34.16,0.0,0.0
2025-04-18,ITM012,Ensure pediátrico,alimentos,unidad,55,125.9,0.0,3.8,122.1,25.7,51.4,33.26,0.0,0.0
2025-04-19,ITM012,Ensure pediátrico,alimentos,unidad,55,122.1,0.0,3.9,118.2,26.0,52.0,31.82,0.0,0.0
2025-04-20,ITM012,Ensure pediátrico,alimentos,unidad,52,118.2,0.0,3.9,114.3,24.6,49.2,32.52,0.0,0.0
2025-04-21,ITM012,Ensure pediátrico,alimentos,unidad,52,114.3,0.0,4.7,109.6,26.1,52.2,29.39,0.0,0.0
2025-04-22,ITM012,Ensure pediátrico,alimentos,unidad,53,109.6,0.0,3.2,106.4,26.0,52.0,28.65,0.0,0.0
2025-04-23,ITM012,Ensure pediátrico,alimentos,unidad,52,106.4,0.0,4.2,102.2,27.7,55.4,25.83,0.0,0.0
2025-04-24,ITM012,Ensure pediátrico,alimentos,unidad,53,102.2,0.0,3.3,98.9,27.0,54.0,25.64,0.0,0.0
2025-04-25,ITM012,Ensure pediátrico,alimentos,unidad,55,98.9,0.0,4.2,94.7,27.4,54.8,24.19,0.0,0.0
2025-04-26,ITM012,Ensure pediátrico,alimentos,unidad,55,94.7,0.0,3.5,91.2,27.0,54.0,23.64,0.0,0.0
2025-04-27,ITM012,Ensure pediátrico,alimentos,unidad,55,91.2,0.0,3.0,88.2,26.1,52.2,23.66,0.0,0.0
2025-04-28,ITM012,Ensure pediátrico,alimentos,unidad,56,88.2,0.0,4.0,84.2,25.4,50.8,23.2,0.0,0.0
2025-04-29,ITM012,Ensure pediátrico,alimentos,unidad,55,84.2,0.0,2.6,81.6,24.8,49.6,23.03,0.0,0.0
2025-04-30,ITM012,Ensure pediátrico,alimentos,unidad,54,81.6,0.0,4.0,77.6,24.6,49.2,22.08,0.0,0.0
2025-05-01,ITM012,Ensure pediátrico,alimentos,unidad,52,77.6,0.0,4.0,73.6,25.3,50.6,20.36,0.0,0.0
2025-05-02,ITM012,Ensure pediátrico,alimentos,unidad,53,73.6,0.0,3.4,70.2,24.5,49.0,20.06,0.0,0.0
2025-05-03,ITM012,Ensure pediátrico,alimentos,unidad,51,70.2,0.0,2.4,67.8,23.4,46.8,20.28,0.0,0.0
2025-05-04,ITM012,Ensure pediátrico,alimentos,unidad,52,67.8,0.0,3.2,64.6,23.6,47.2,19.16,0.0,0.0
2025-05-05,ITM012,Ensure pediátrico,alimentos,unidad,47,64.6,0.0,2.3,62.3,21.9,43.8,19.91,0.0,0.0
2025-05-06,ITM012,Ensure pediátrico,alimentos,unidad,48,62.3,0.0,3.6,58.7,22.9,45.8,17.94,0.0,0.0
2025-05-07,ITM012,Ensure pediátrico,alimentos,unidad,52,58.7,0.0,3.2,55.5,22.1,44.2,17.58,0.0,0.0
2025-05-08,ITM012,Ensure pediátrico,alimentos,unidad,54,55.5,0.0,3.8,51.7,21.9,43.8,16.53,0.0,0.0
2025-05-09,ITM012,Ensure pediátrico,alimentos,unidad,55,51.7,0.0,3.7,48.0,22.2,44.4,15.14,0.0,0.0
2025-05-10,ITM012,Ensure pediátrico,alimentos,unidad,55,48.0,0.0,3.8,44.2,23.6,47.2,13.11,0.0,0.0
2025-05-11,ITM012,Ensure pediátrico,alimentos,unidad,55,44.2,0.0,4.9,39.3,25.3,50.6,10.87,0.0,0.0
2025-05-12,ITM012,Ensure pediátrico,alimentos,unidad,54,39.3,0.0,2.7,36.6,25.7,51.4,9.97,0.0,0.0
2025-05-13,ITM012,Ensure pediátrico,alimentos,unidad,53,36.6,0.0,3.3,33.3,25.4,50.8,9.18,0.0,0.0
2025-05-14,ITM012,Ensure pediátrico,alimentos,unidad,53,33.3,0.0,2.8,30.5,25.0,50.0,8.54,0.0,0.0
2025-05-15,ITM012,Ensure pediátrico,alimentos,unidad,54,30.5,0.0,3.0,27.5,24.2,48.4,7.95,0.0,0.0
2025-05-16,ITM012,Ensure pediátrico,alimentos,unidad,51,27.5,0.0,2.8,24.7,23.3,46.6,7.42,0.0,0.0
2025-05-17,ITM012,Ensure pediátrico,alimentos,unidad,50,148.1,123.4,3.4,144.7,22.9,45.8,44.23,0.0,0.0
2025-05-18,ITM012,Ensure pediátrico,alimentos,unidad,49,144.7,0.0,4.4,140.3,22.4,44.8,43.84,0.0,0.0
2025-05-19,ITM012,Ensure pediátrico,alimentos,unidad,51,140.3,0.0,3.1,137.2,22.8,45.6,42.12,0.0,0.0
2025-05-20,ITM012,Ensure pediátrico,alimentos,unidad,51,137.2,0.0,3.1,134.1,22.6,45.2,41.54,0.0,0.0
2025-05-21,ITM012,Ensure pediátrico,alimentos,unidad,52,134.1,0.0,2.9,131.2,22.7,45.4,40.46,0.0,0.0
2025-05-22,ITM012,Ensure pediátrico,alimentos,unidad,50,131.2,0.0,3.9,127.3,23.6,47.2,37.76,0.0,0.0
2025-05-23,ITM012,Ensure pediátrico,alimentos,unidad,49,127.3,0.0,3.2,124.1,24.0,48.0,36.2,0.0,0.0
2025-05-24,ITM012,Ensure pediátrico,alimentos,unidad,48,124.1,0.0,4.1,120.0,24.7,49.4,34.01,0.0,0.0
2025-05-25,ITM012,Ensure pediátrico,alimentos,unidad,51,120.0,0.0,2.7,117.3,23.0,46.0,35.7,0.0,0.0
2025-05-26,ITM012,Ensure pediátrico,alimentos,unidad,53,117.3,0.0,3.8,113.5,23.7,47.4,33.52,0.0,0.0
2025-05-27,ITM012,Ensure pediátrico,alimentos,unidad,50,113.5,0.0,2.7,110.8,23.3,46.6,33.29,0.0,0.0
2025-05-28,ITM012,Ensure pediátrico,alimentos,unidad,48,110.8,0.0,3.1,107.7,23.5,47.0,32.08,0.0,0.0
2025-05-29,ITM012,Ensure pediátrico,alimentos,unidad,49,107.7,0.0,3.2,104.5,22.8,45.6,32.08,0.0,0.0
2025-05-30,ITM012,Ensure pediátrico,alimentos,unidad,46,104.5,0.0,2.5,102.0,22.1,44.2,32.31,0.0,0.0
2025-05-31,ITM012,Ensure pediátrico,alimentos,unidad,46,102.0,0.0,3.3,98.7,21.3,42.6,32.44,0.0,0.0
2025-06-01,ITM012,Ensure pediátrico,alimentos,unidad,48,98.7,0.0,3.6,95.1,22.2,44.4,29.99,0.0,0.0
2025-06-02,ITM012,Ensure pediátrico,alimentos,unidad,47,95.1,0.0,2.7,92.4,21.1,42.2,30.65,0.0,0.0
2025-06-03,ITM012,Ensure pediátrico,alimentos,unidad,47,92.4,0.0,3.0,89.4,21.4,42.8,29.24,0.0,0.0
2025-06-04,ITM012,Ensure pediátrico,alimentos,unidad,49,89.4,0.0,2.7,86.7,21.0,42.0,28.9,0.0,0.0
2025-06-05,ITM012,Ensure pediátrico,alimentos,unidad,48,86.7,0.0,2.9,83.8,20.7,41.4,28.34,0.0,0.0
2025-06-06,ITM012,Ensure pediátrico,alimentos,unidad,50,83.8,0.0,2.7,81.1,20.9,41.8,27.16,0.0,0.0
2025-06-07,ITM012,Ensure pediátrico,alimentos,unidad,50,81.1,0.0,2.8,78.3,20.4,40.8,26.87,0.0,0.0
2025-06-08,ITM012,Ensure pediátrico,alimentos,unidad,50,78.3,0.0,4.0,74.3,20.8,41.6,25.0,0.0,0.0
2025-06-09,ITM012,Ensure pediátrico,alimentos,unidad,51,74.3,0.0,3.0,71.3,21.1,42.2,23.65,0.0,0.0
2025-06-10,ITM012,Ensure pediátrico,alimentos,unidad,51,71.3,0.0,3.4,67.9,21.5,43.0,22.11,0.0,0.0
2025-06-11,ITM012,Ensure pediátrico,alimentos,unidad,50,67.9,0.0,2.8,65.1,21.6,43.2,21.1,0.0,1.0
2025-06-12,ITM012,Ensure pediátrico,alimentos,unidad,48,65.1,0.0,3.6,61.5,22.3,44.6,19.3,0.0,1.0
2025-06-13,ITM012,Ensure pediátrico,alimentos,unidad,51,61.5,0.0,3.1,58.4,22.7,45.4,18.01,0.0,1.0
2025-06-14,ITM012,Ensure pediátrico,alimentos,unidad,52,58.4,0.0,3.1,55.3,23.0,46.0,16.83,0.0,1.0
2025-06-15,ITM012,Ensure pediátrico,alimentos,unidad,51,55.3,0.0,3.3,52.0,22.3,44.6,16.32,0.0,1.0
2025-06-16,ITM012,Ensure pediátrico,alimentos,unidad,49,52.0,0.0,3.0,49.0,22.3,44.6,15.38,0.0,1.0
2025-06-17,ITM012,Ensure pediátrico,alimentos,unidad,47,49.0,0.0,2.8,46.2,21.7,43.4,14.9,0.0,1.0
2025-06-18,ITM012,Ensure pediátrico,alimentos,unidad,49,46.2,0.0,3.3,42.9,22.2,44.4,13.53,1.0,1.0
2025-06-19,ITM012,Ensure pediátrico,alimentos,unidad,47,42.9,0.0,2.5,40.4,21.1,42.2,13.4,1.0,1.0
2025-06-20,ITM012,Ensure pediátrico,alimentos,unidad,48,40.4,0.0,2.5,37.9,20.5,41.0,12.94,1.0,1.0
2025-06-21,ITM012,Ensure pediátrico,alimentos,unidad,48,37.9,0.0,3.2,34.7,20.6,41.2,11.79,1.0,1.0
2025-06-22,ITM012,Ensure pediátrico,alimentos,unidad,47,34.7,0.0,4.1,30.6,21.4,42.8,10.01,1.0,1.0
2025-06-23,ITM012,Ensure pediátrico,alimentos,unidad,48,30.6,0.0,3.4,27.2,21.8,43.6,8.73,1.0,1.0
2025-06-24,ITM012,Ensure pediátrico,alimentos,unidad,46,27.2,0.0,2.7,24.5,21.7,43.4,7.9,1.0,1.0
2025-06-25,ITM012,Ensure pediátrico,alimentos,unidad,45,24.5,0.0,3.7,20.8,22.1,44.2,6.59,1.0,1.0
2025-06-26,ITM012,Ensure pediátrico,alimentos,unidad,47,20.8,0.0,2.7,18.1,22.3,44.6,5.68,0.0,0.0
2025-06-27,ITM012,Ensure pediátrico,alimentos,unidad,47,147.5,129.4,3.2,144.3,23.0,46.0,43.92,0.0,0.0
2025-06-28,ITM012,Ensure pediátrico,alimentos,unidad,48,144.3,0.0,3.5,140.8,23.3,46.6,42.3,0.0,0.0
2025-06-29,ITM012,Ensure pediátrico,alimentos,unidad,45,140.8,0.0,3.6,137.2,22.8,45.6,42.12,0.0,0.0
2025-06-30,ITM012,Ensure pediátrico,alimentos,unidad,46,137.2,0.0,2.3,134.9,21.7,43.4,43.52,0.0,0.0
2025-07-01,ITM012,Ensure pediátrico,alimentos,unidad,43,134.9,0.0,3.0,131.9,22.0,44.0,41.97,0.0,0.0
2025-07-02,ITM012,Ensure pediátrico,alimentos,unidad,45,131.9,0.0,2.7,129.2,21.0,42.0,43.07,0.0,0.0
2025-07-03,ITM012,Ensure pediátrico,alimentos,unidad,46,129.2,0.0,4.2,125.0,22.5,45.0,38.89,0.0,0.0
2025-07-04,ITM012,Ensure pediátrico,alimentos,unidad,44,125.0,0.0,4.6,120.4,23.9,47.8,35.26,0.0,0.0
2025-07-05,ITM012,Ensure pediátrico,alimentos,unidad,47,120.4,0.0,3.6,116.8,24.0,48.0,34.07,0.0,0.0
2025-07-06,ITM012,Ensure pediátrico,alimentos,unidad,49,116.8,0.0,2.8,114.0,23.2,46.4,34.4,0.0,0.0
2025-07-07,ITM012,Ensure pediátrico,alimentos,unidad,49,114.0,0.0,3.5,110.5,24.4,48.8,31.7,0.0,0.0
2025-07-08,ITM012,Ensure pediátrico,alimentos,unidad,49,110.5,0.0,3.3,107.2,24.7,49.4,30.38,0.0,0.0
2025-07-09,ITM012,Ensure pediátrico,alimentos,unidad,49,107.2,0.0,3.8,103.4,25.8,51.6,28.05,0.0,0.0
2025-07-10,ITM012,Ensure pediátrico,alimentos,unidad,48,103.4,0.0,3.3,100.1,24.9,49.8,28.14,0.0,0.0
2025-07-11,ITM012,Ensure pediátrico,alimentos,unidad,46,100.1,0.0,4.4,95.7,24.7,49.4,27.12,0.0,0.0
2025-07-12,ITM012,Ensure pediátrico,alimentos,unidad,45,95.7,0.0,2.5,93.2,23.6,47.2,27.64,0.0,0.0
2025-07-13,ITM012,Ensure pediátrico,alimentos,unidad,44,93.2,0.0,2.7,90.5,23.5,47.0,26.96,0.0,0.0
2025-07-14,ITM012,Ensure pediátrico,alimentos,unidad,44,90.5,0.0,3.1,87.4,23.1,46.2,26.48,0.0,0.0
2025-07-15,ITM012,Ensure pediátrico,alimentos,unidad,44,87.4,0.0,2.1,85.3,21.9,43.8,27.26,0.0,0.0
2025-07-16,ITM012,Ensure pediátrico,alimentos,unidad,46,85.3,0.0,2.7,82.6,20.8,41.6,27.8,0.0,0.0
2025-07-17,ITM012,Ensure pediátrico,alimentos,unidad,47,82.6,0.0,3.0,79.6,20.5,41.0,27.18,0.0,0.0
2025-07-18,ITM012,Ensure pediátrico,alimentos,unidad,46,79.6,0.0,2.7,76.9,18.8,37.6,28.63,0.0,0.0
2025-07-19,ITM012,Ensure pediátrico,alimentos,unidad,47,76.9,0.0,3.3,73.6,19.6,39.2,26.29,0.0,0.0
2025-07-20,ITM012,Ensure pediátrico,alimentos,unidad,47,73.6,0.0,2.6,71.0,19.5,39.0,25.49,0.0,0.0
2025-07-21,ITM012,Ensure pediátrico,alimentos,unidad,46,71.0,0.0,2.6,68.4,19.0,38.0,25.2,0.0,0.0
2025-07-22,ITM012,Ensure pediátrico,alimentos,unidad,45,68.4,0.0,3.3,65.1,20.2,40.4,22.56,0.0,1.0
2025-07-23,ITM012,Ensure pediátrico,alimentos,unidad,43,65.1,0.0,2.7,62.4,20.2,40.4,21.62,0.0,1.0
2025-07-24,ITM012,Ensure pediátrico,alimentos,unidad,43,62.4,0.0,4.0,58.4,21.2,42.4,19.28,0.0,1.0
2025-07-25,ITM012,Ensure pediátrico,alimentos,unidad,44,58.4,0.0,3.0,55.4,21.5,43.0,18.04,0.0,1.0
2025-07-26,ITM012,Ensure pediátrico,alimentos,unidad,41,55.4,0.0,3.0,52.4,21.2,42.4,17.3,0.0,1.0
2025-07-27,ITM012,Ensure pediátrico,alimentos,unidad,41,52.4,0.0,2.4,50.0,21.0,42.0,16.67,0.0,1.0
2025-07-28,ITM012,Ensure pediátrico,alimentos,unidad,43,50.0,0.0,2.9,47.1,21.3,42.6,15.48,0.0,1.0
2025-07-29,ITM012,Ensure pediátrico,alimentos,unidad,45,47.1,0.0,2.2,44.9,20.2,40.4,15.56,1.0,1.0
2025-07-30,ITM012,Ensure pediátrico,alimentos,unidad,48,44.9,0.0,2.9,42.0,20.4,40.8,14.41,1.0,1.0
2025-07-31,ITM012,Ensure pediátrico,alimentos,unidad,48,42.0,0.0,2.8,39.2,19.2,38.4,14.29,1.0,1.0
2025-08-01,ITM012,Ensure pediátrico,alimentos,unidad,47,39.2,0.0,2.5,36.7,18.7,37.4,13.74,1.0,1.0
2025-08-02,ITM012,Ensure pediátrico,alimentos,unidad,47,36.7,0.0,3.5,33.2,19.2,38.4,12.1,1.0,1.0
2025-08-03,ITM012,Ensure pediátrico,alimentos,unidad,48,33.2,0.0,3.8,29.4,20.6,41.2,9.99,1.0,1.0
2025-08-04,ITM012,Ensure pediátrico,alimentos,unidad,47,29.4,0.0,2.9,26.5,20.6,41.2,9.0,1.0,1.0
2025-08-05,ITM012,Ensure pediátrico,alimentos,unidad,45,26.5,0.0,3.3,23.2,21.7,43.4,7.48,1.0,1.0
2025-08-06,ITM012,Ensure pediátrico,alimentos,unidad,42,23.2,0.0,2.1,21.1,20.9,41.8,7.07,1.0,1.0
2025-08-07,ITM012,Ensure pediátrico,alimentos,unidad,42,21.1,0.0,2.2,18.9,20.3,40.6,6.52,0.0,0.0
2025-08-08,ITM012,Ensure pediátrico,alimentos,unidad,43,149.5,130.6,2.1,147.4,19.9,39.8,51.85,0.0,0.0
2025-08-09,ITM012,Ensure pediátrico,alimentos,unidad,41,147.4,0.0,2.9,144.5,19.3,38.6,52.41,0.0,0.0
2025-08-10,ITM012,Ensure pediátrico,alimentos,unidad,43,144.5,0.0,3.2,141.3,18.7,37.4,52.89,0.0,0.0
2025-08-11,ITM012,Ensure pediátrico,alimentos,unidad,44,141.3,0.0,3.1,138.2,18.9,37.8,51.19,0.0,0.0
2025-08-12,ITM012,Ensure pediátrico,alimentos,unidad,41,138.2,0.0,3.3,134.9,18.9,37.8,49.96,0.0,0.0
2025-08-13,ITM012,Ensure pediátrico,alimentos,unidad,44,134.9,0.0,3.9,131.0,20.7,41.4,44.3,0.0,0.0
2025-08-14,ITM012,Ensure pediátrico,alimentos,unidad,45,131.0,0.0,3.5,127.5,22.0,44.0,40.57,0.0,0.0
2025-08-15,ITM012,Ensure pediátrico,alimentos,unidad,46,127.5,0.0,4.2,123.3,24.1,48.2,35.81,0.0,0.0
2025-08-16,ITM012,Ensure pediátrico,alimentos,unidad,44,123.3,0.0,2.8,120.5,24.0,48.0,35.15,0.0,0.0
2025-08-17,ITM012,Ensure pediátrico,alimentos,unidad,46,120.5,0.0,3.6,116.9,24.4,48.8,33.54,0.0,0.0
2025-08-18,ITM012,Ensure pediátrico,alimentos,unidad,47,116.9,0.0,3.3,113.6,24.6,49.2,32.33,0.0,0.0
2025-08-19,ITM012,Ensure pediátrico,alimentos,unidad,45,113.6,0.0,2.9,110.7,24.2,48.4,32.02,0.0,0.0
2025-08-20,ITM012,Ensure pediátrico,alimentos,unidad,42,110.7,0.0,2.6,108.1,22.9,45.8,33.04,0.0,0.0
2025-08-21,ITM012,Ensure pediátrico,alimentos,unidad,42,108.1,0.0,3.3,104.8,22.7,45.4,32.32,0.0,0.0
2025-08-22,ITM012,Ensure pediátrico,alimentos,unidad,44,104.8,0.0,2.9,101.9,21.4,42.8,33.33,0.0,0.0
2025-08-23,ITM012,Ensure pediátrico,alimentos,unidad,43,101.9,0.0,3.5,98.4,22.1,44.2,31.17,0.0,0.0
2025-08-24,ITM012,Ensure pediátrico,alimentos,unidad,43,98.4,0.0,3.3,95.1,21.8,43.6,30.54,0.0,0.0
2025-08-25,ITM012,Ensure pediátrico,alimentos,unidad,44,95.1,0.0,3.4,91.7,21.9,43.8,29.31,0.0,0.0
2025-08-26,ITM012,Ensure pediátrico,alimentos,unidad,46,91.7,0.0,3.5,88.2,22.5,45.0,27.44,0.0,0.0
2025-08-27,ITM012,Ensure pediátrico,alimentos,unidad,43,88.2,0.0,3.0,85.2,22.9,45.8,26.04,0.0,0.0
2025-08-28,ITM012,Ensure pediátrico,alimentos,unidad,41,85.2,0.0,3.0,82.2,22.6,45.2,25.46,0.0,0.0
2025-08-29,ITM012,Ensure pediátrico,alimentos,unidad,40,82.2,0.0,2.8,79.4,22.5,45.0,24.7,0.0,0.0
2025-08-30,ITM012,Ensure pediátrico,alimentos,unidad,38,79.4,0.0,2.1,77.3,21.1,42.2,25.64,0.0,0.0
2025-08-31,ITM012,Ensure pediátrico,alimentos,unidad,37,77.3,0.0,2.7,74.6,20.5,41.0,25.47,0.0,0.0
2025-09-01,ITM012,Ensure pediátrico,alimentos,unidad,40,74.6,0.0,3.9,70.7,21.0,42.0,23.57,0.0,0.0
2025-09-02,ITM012,Ensure pediátrico,alimentos,unidad,39,70.7,0.0,3.2,67.5,20.7,41.4,22.83,0.0,0.0
2025-09-03,ITM012,Ensure pediátrico,alimentos,unidad,39,67.5,0.0,2.8,64.7,20.5,41.0,22.09,0.0,0.0
2025-09-04,ITM012,Ensure pediátrico,alimentos,unidad,38,64.7,0.0,2.8,61.9,20.3,40.6,21.34,0.0,1.0
2025-09-05,ITM012,Ensure pediátrico,alimentos,unidad,38,61.9,0.0,2.7,59.2,20.2,40.4,20.51,0.0,1.0
2025-09-06,ITM012,Ensure pediátrico,alimentos,unidad,39,59.2,0.0,2.5,56.7,20.6,41.2,19.27,0.0,1.0
2025-09-07,ITM012,Ensure pediátrico,alimentos,unidad,40,56.7,0.0,3.0,53.7,20.9,41.8,17.99,0.0,1.0
2025-09-08,ITM012,Ensure pediátrico,alimentos,unidad,40,53.7,0.0,3.4,50.3,20.4,40.8,17.26,0.0,1.0
2025-09-09,ITM012,Ensure pediátrico,alimentos,unidad,41,50.3,0.0,2.9,47.4,20.1,40.2,16.51,0.0,1.0
2025-09-10,ITM012,Ensure pediátrico,alimentos,unidad,40,47.4,0.0,2.4,45.0,19.7,39.4,15.99,0.0,1.0
2025-09-11,ITM012,Ensure pediátrico,alimentos,unidad,39,45.0,0.0,2.3,42.7,19.2,38.4,15.57,1.0,1.0
2025-09-12,ITM012,Ensure pediátrico,alimentos,unidad,40,42.7,0.0,3.0,39.7,19.5,39.0,14.25,1.0,1.0
2025-09-13,ITM012,Ensure pediátrico,alimentos,unidad,38,39.7,0.0,3.0,36.7,20.0,40.0,12.85,1.0,1.0
2025-09-14,ITM012,Ensure pediátrico,alimentos,unidad,42,36.7,0.0,3.3,33.4,20.3,40.6,11.52,1.0,1.0
2025-09-15,ITM012,Ensure pediátrico,alimentos,unidad,43,33.4,0.0,2.5,30.9,19.4,38.8,11.15,1.0,1.0
2025-09-16,ITM012,Ensure pediátrico,alimentos,unidad,43,30.9,0.0,3.2,27.7,19.7,39.4,9.84,1.0,1.0
2025-09-17,ITM012,Ensure pediátrico,alimentos,unidad,41,27.7,0.0,3.1,24.6,20.4,40.8,8.44,1.0,1.0
2025-09-18,ITM012,Ensure pediátrico,alimentos,unidad,42,24.6,0.0,2.8,21.8,20.9,41.8,7.3,1.0,1.0
2025-09-19,ITM012,Ensure pediátrico,alimentos,unidad,40,21.8,0.0,3.7,18.1,21.6,43.2,5.87,1.0,1.0
2025-09-20,ITM012,Ensure pediátrico,alimentos,unidad,37,18.1,0.0,3.3,14.8,21.9,43.8,4.73,0.0,0.0
2025-09-21,ITM012,Ensure pediátrico,alimentos,unidad,36,147.1,132.3,2.7,144.4,21.3,42.6,47.46,0.0,0.0
2025-09-22,ITM012,Ensure pediátrico,alimentos,unidad,37,144.4,0.0,2.9,141.5,21.7,43.4,45.65,0.0,0.0
2025-09-23,ITM012,Ensure pediátrico,alimentos,unidad,39,141.5,0.0,2.6,138.9,21.1,42.2,46.08,0.0,0.0
2025-09-24,ITM012,Ensure pediátrico,alimentos,unidad,38,138.9,0.0,2.7,136.2,20.7,41.4,46.06,0.0,0.0
2025-09-25,ITM012,Ensure pediátrico,alimentos,unidad,39,136.2,0.0,2.6,133.6,20.5,41.0,45.62,0.0,0.0
2025-09-26,ITM012,Ensure pediátrico,alimentos,unidad,40,133.6,0.0,3.1,130.5,19.9,39.8,45.9,0.0,0.0
2025-09-27,ITM012,Ensure pediátrico,alimentos,unidad,42,130.5,0.0,3.7,126.8,20.3,40.6,43.72,0.0,0.0
2025-09-28,ITM012,Ensure pediátrico,alimentos,unidad,37,126.8,0.0,2.4,124.4,20.0,40.0,43.54,0.0,0.0
2025-09-29,ITM012,Ensure pediátrico,alimentos,unidad,40,124.4,0.0,3.2,121.2,20.3,40.6,41.79,0.0,0.0
2025-09-30,ITM012,Ensure pediátrico,alimentos,unidad,41,121.2,0.0,2.8,118.4,20.5,41.0,40.43,0.0,0.0
2025-10-01,ITM012,Ensure pediátrico,alimentos,unidad,41,118.4,0.0,3.2,115.2,21.0,42.0,38.4,0.0,0.0
2025-10-02,ITM012,Ensure pediátrico,alimentos,unidad,40,115.2,0.0,3.1,112.1,21.5,43.0,36.5,0.0,0.0
2025-10-03,ITM012,Ensure pediátrico,alimentos,unidad,41,112.1,0.0,4.2,107.9,22.6,45.2,33.42,0.0,0.0
2025-10-04,ITM012,Ensure pediátrico,alimentos,unidad,40,107.9,0.0,4.0,103.9,22.9,45.8,31.76,0.0,0.0
2025-10-05,ITM012,Ensure pediátrico,alimentos,unidad,44,103.9,0.0,3.4,100.5,23.9,47.8,29.44,0.0,0.0
2025-10-06,ITM012,Ensure pediátrico,alimentos,unidad,44,100.5,0.0,2.9,97.6,23.6,47.2,28.95,0.0,0.0
2025-10-07,ITM012,Ensure pediátrico,alimentos,unidad,43,97.6,0.0,2.9,94.7,23.7,47.4,27.97,0.0,0.0
2025-10-08,ITM012,Ensure pediátrico,alimentos,unidad,44,94.7,0.0,3.2,91.5,23.7,47.4,27.03,0.0,0.0
2025-10-09,ITM012,Ensure pediátrico,alimentos,unidad,46,91.5,0.0,4.4,87.1,25.0,50.0,24.39,0.0,0.0
2025-10-10,ITM012,Ensure pediátrico,alimentos,unidad,44,87.1,0.0,2.7,84.4,23.5,47.0,25.14,0.0,0.0
2025-10-11,ITM012,Ensure pediátrico,alimentos,unidad,44,84.4,0.0,3.5,80.9,23.0,46.0,24.62,0.0,0.0
2025-10-12,ITM012,Ensure pediátrico,alimentos,unidad,45,80.9,0.0,3.6,77.3,23.2,46.4,23.32,0.0,0.0
2025-10-13,ITM012,Ensure pediátrico,alimentos,unidad,44,77.3,0.0,4.0,73.3,24.3,48.6,21.12,0.0,0.0
2025-10-14,ITM012,Ensure pediátrico,alimentos,unidad,43,73.3,0.0,2.9,70.4,24.3,48.6,20.28,0.0,0.0
2025-10-15,ITM012,Ensure pediátrico,alimentos,unidad,42,70.4,0.0,2.8,67.6,23.9,47.8,19.8,0.0,1.0
2025-10-16,ITM012,Ensure pediátrico,alimentos,unidad,42,67.6,0.0,3.5,64.1,23.0,46.0,19.51,0.0,1.0
2025-10-17,ITM012,Ensure pediátrico,alimentos,unidad,43,64.1,0.0,3.5,60.6,23.8,47.6,17.82,0.0,1.0
2025-10-18,ITM012,Ensure pediátrico,alimentos,unidad,42,60.6,0.0,3.6,57.0,23.9,47.8,16.69,0.0,1.0
2025-10-19,ITM012,Ensure pediátrico,alimentos,unidad,42,57.0,0.0,3.2,53.8,23.5,47.0,16.03,0.0,1.0
2025-10-20,ITM012,Ensure pediátrico,alimentos,unidad,41,53.8,0.0,2.9,50.9,22.4,44.8,15.91,0.0,1.0
2025-10-21,ITM012,Ensure pediátrico,alimentos,unidad,41,50.9,0.0,3.5,47.4,23.0,46.0,14.43,0.0,1.0
2025-10-22,ITM012,Ensure pediátrico,alimentos,unidad,42,47.4,0.0,3.1,44.3,23.3,46.6,13.31,1.0,1.0
2025-10-23,ITM012,Ensure pediátrico,alimentos,unidad,41,44.3,0.0,3.7,40.6,23.5,47.0,12.09,1.0,1.0
2025-10-24,ITM012,Ensure pediátrico,alimentos,unidad,41,40.6,0.0,3.5,37.1,23.5,47.0,11.05,1.0,1.0
