donacion_id,fecha,tipo_donante,item_id,nombre_item,categoria,unidad_medida,cantidad_donada,valor_estimado_soles,campania
DON00536,2025-12-29,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,29,445.03,Regular
DON00537,2025-10-19,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,12,53.16,Aniversario ALDIMI
DON00538,2026-05-30,Persona natural,ITM003,Leche evaporada,alimentos,lata,31,482.35,Regular
DON00539,2026-01-31,Campaña digital,ITM020,Guantes descartables,insumos_medicos,par,57,650.52,Navidad
DON00540,2026-03-31,ONG,ITM013,Papel higiénico,higiene,rollo,137,2142.89,Emergencia
DON00541,2025-12-10,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,31,534.55,Regular
DON00542,2026-04-19,Campaña digital,ITM022,Termómetros digitales,insumos_medicos,unidad,20,152.47,Regular
DON00543,2026-06-26,Iglesia/Comunidad,ITM016,Toallas húmedas,higiene,paquete,64,937.11,Regular
DON00544,2025-09-12,Iglesia/Comunidad,ITM015,Pañales,higiene,unidad,172,685.69,Emergencia
DON00545,2026-04-01,Campaña digital,ITM015,Pañales,higiene,unidad,14,56.71,Navidad
DON00546,2025-07-05,Persona natural,ITM006,Fideos,alimentos,kg,30,368.65,Regular
DON00547,2026-04-11,ONG,ITM007,Conservas de atún,alimentos,lata,173,2344.17,Regular
DON00548,2026-01-12,Iglesia/Comunidad,ITM004,Menestras,alimentos,kg,42,508.2,Día del Niño
DON00549,2026-02-10,Campaña digital,ITM006,Fideos,alimentos,kg,80,1351.53,Regular
DON00550,2025-12-25,Iglesia/Comunidad,ITM018,Alcohol en gel,higiene,unidad,14,211.87,Regular
DON00551,2025-02-24,ONG,ITM029,Suero oral,medicamentos_soporte,sobre,14,189.67,Navidad
DON00552,2026-01-15,Persona natural,ITM016,Toallas húmedas,higiene,paquete,28,196.34,Regular
DON00553,2025-04-24,ONG,ITM005,Aceite vegetal,alimentos,litro,50,850.97,Regular
DON00554,2025-10-18,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,13,85.72,Regular
DON00555,2025-09-02,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,90,1118.54,Emergencia
DON00556,2025-10-24,ONG,ITM026,Clorhexidina,insumos_medicos,frasco,70,745.35,Aniversario ALDIMI
DON00557,2026-03-27,Iglesia/Comunidad,ITM024,Antiséptico,insumos_medicos,litro,144,1504.77,Día del Niño
DON00558,2025-05-29,Persona natural,ITM001,Arroz,alimentos,kg,33,518.76,Emergencia
DON00559,2025-01-26,Empresa,ITM005,Aceite vegetal,alimentos,litro,42,568.87,Regular
DON00560,2025-12-25,Campaña digital,ITM027,Jeringas descartables,insumos_medicos,unidad,26,226.44,Emergencia
DON00561,2026-05-07,Empresa,ITM017,Detergente,higiene,kg,96,853.52,Regular
DON00562,2025-09-02,ONG,ITM011,Agua embotellada,alimentos,litro,76,956.53,Regular
DON00563,2026-01-23,Persona natural,ITM007,Conservas de atún,alimentos,lata,41,471.18,Regular
DON00564,2026-03-03,Empresa,ITM006,Fideos,alimentos,kg,120,350.25,Día del Niño
DON00565,2025-03-30,ONG,ITM028,Algodón,insumos_medicos,paquete,25,271.92,Regular
DON00566,2026-01-11,Iglesia/Comunidad,ITM004,Menestras,alimentos,kg,53,383.33,Día del Niño
DON00567,2025-05-24,Empresa,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,68,781.27,Regular
DON00568,2025-07-16,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,69,544.52,Regular
DON00569,2025-04-15,Empresa,ITM027,Jeringas descartables,insumos_medicos,unidad,52,551.07,Regular
DON00570,2026-07-11,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,22,149.86,Regular
DON00571,2025-02-20,Persona natural,ITM007,Conservas de atún,alimentos,lata,7,55.48,Navidad
DON00572,2025-09-03,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,10,65.41,Regular
DON00573,2025-11-18,Empresa,ITM005,Aceite vegetal,alimentos,litro,84,670.97,Regular
DON00574,2025-04-21,Empresa,ITM018,Alcohol en gel,higiene,unidad,193,3290.48,Día del Niño
DON00575,2025-07-01,Persona natural,ITM003,Leche evaporada,alimentos,lata,17,54.19,Aniversario ALDIMI
DON00576,2025-01-23,ONG,ITM004,Menestras,alimentos,kg,51,419.92,Aniversario ALDIMI
DON00577,2025-11-11,ONG,ITM024,Antiséptico,insumos_medicos,litro,42,559.25,Regular
DON00578,2026-04-26,Empresa,ITM009,Suplemento nutricional,alimentos,unidad,261,3411.52,Emergencia
DON00579,2025-09-19,Persona natural,ITM013,Papel higiénico,higiene,rollo,23,229.48,Regular
DON00580,2026-05-06,ONG,ITM027,Jeringas descartables,insumos_medicos,unidad,47,181.26,Día del Niño
DON00581,2026-03-13,Empresa,ITM014,Jabón líquido,higiene,litro,82,779.55,Emergencia
DON00582,2025-04-19,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,83,1234.98,Día del Niño
DON00583,2026-02-09,Campaña digital,ITM007,Conservas de atún,alimentos,lata,42,466.23,Regular
DON00584,2026-06-28,Persona natural,ITM006,Fideos,alimentos,kg,83,905.04,Regular
DON00585,2025-06-11,Empresa,ITM024,Antiséptico,insumos_medicos,litro,159,805.12,Regular
DON00586,2026-05-26,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,64,598.47,Regular
DON00587,2025-04-24,Persona natural,ITM001,Arroz,alimentos,kg,41,603.65,Regular
DON00588,2025-02-12,Empresa,ITM003,Leche evaporada,alimentos,lata,140,2248.91,Regular
DON00589,2025-09-04,Persona natural,ITM017,Detergente,higiene,kg,13,113.23,Regular
DON00590,2025-02-05,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,93,1522.94,Regular
DON00591,2025-01-16,Empresa,ITM020,Guantes descartables,insumos_medicos,par,69,349.0,Regular
DON00592,2025-11-29,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,38,480.8,Aniversario ALDIMI
DON00593,2026-06-16,Universidad,ITM022,Termómetros digitales,insumos_medicos,unidad,38,568.4,Aniversario ALDIMI
DON00594,2026-05-14,Universidad,ITM008,Galletas nutritivas,alimentos,paquete,83,999.65,Regular
DON00595,2025-02-17,Persona natural,ITM003,Leche evaporada,alimentos,lata,16,185.0,Regular
DON00596,2025-08-01,Empresa,ITM028,Algodón,insumos_medicos,paquete,53,266.75,Navidad
DON00597,2026-02-21,Persona natural,ITM005,Aceite vegetal,alimentos,litro,5,89.86,Navidad
DON00598,2025-10-24,Empresa,ITM002,Avena,alimentos,kg,125,2224.17,Regular
DON00599,2025-02-24,Iglesia/Comunidad,ITM006,Fideos,alimentos,kg,177,1448.7,Regular
DON00600,2026-04-19,Persona natural,ITM016,Toallas húmedas,higiene,paquete,41,672.03,Regular
DON00601,2025-06-05,Persona natural,ITM019,Mascarillas,insumos_medicos,unidad,12,38.22,Emergencia
DON00602,2025-11-11,ONG,ITM002,Avena,alimentos,kg,105,560.61,Navidad
DON00603,2025-09-02,Persona natural,ITM004,Menestras,alimentos,kg,37,553.35,Regular
DON00604,2025-05-11,Empresa,ITM015,Pañales,higiene,unidad,176,2164.66,Navidad
DON00605,2026-05-30,Iglesia/Comunidad,ITM022,Termómetros digitales,insumos_medicos,unidad,13,207.32,Regular
DON00606,2025-04-19,ONG,ITM027,Jeringas descartables,insumos_medicos,unidad,76,1357.41,Emergencia
DON00607,2025-06-06,Empresa,ITM024,Antiséptico,insumos_medicos,litro,189,715.3,Aniversario ALDIMI
DON00608,2026-05-02,Campaña digital,ITM028,Algodón,insumos_medicos,paquete,35,505.08,Navidad
DON00609,2025-04-19,Persona natural,ITM019,Mascarillas,insumos_medicos,unidad,13,136.97,Regular
DON00610,2026-02-27,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,22,137.15,Navidad
DON00611,2025-07-23,Iglesia/Comunidad,ITM008,Galletas nutritivas,alimentos,paquete,58,627.69,Regular
DON00612,2025-02-07,Persona natural,ITM028,Algodón,insumos_medicos,paquete,12,102.93,Día del Niño
DON00613,2025-03-18,Universidad,ITM003,Leche evaporada,alimentos,lata,51,292.65,Regular
DON00614,2025-12-26,Empresa,ITM018,Alcohol en gel,higiene,unidad,15,229.44,Regular
DON00615,2025-12-01,Empresa,ITM007,Conservas de atún,alimentos,lata,304,3306.21,Emergencia
DON00616,2025-12-27,ONG,ITM009,Suplemento nutricional,alimentos,unidad,57,580.57,Navidad
DON00617,2026-01-05,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,30,497.83,Regular
DON00618,2025-12-23,Iglesia/Comunidad,ITM019,Mascarillas,insumos_medicos,unidad,71,444.69,Regular
DON00619,2026-04-17,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,32,463.33,Aniversario ALDIMI
DON00620,2025-06-04,Persona natural,ITM015,Pañales,higiene,unidad,26,235.65,Emergencia
DON00621,2025-12-08,Empresa,ITM005,Aceite vegetal,alimentos,litro,173,1589.09,Aniversario ALDIMI
DON00622,2026-03-22,Empresa,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,14,102.67,Regular
DON00623,2026-04-03,Iglesia/Comunidad,ITM018,Alcohol en gel,higiene,unidad,207,1383.18,Día del Niño
DON00624,2025-04-15,Empresa,ITM006,Fideos,alimentos,kg,68,1011.78,Emergencia
DON00625,2026-01-24,Campaña digital,ITM004,Menestras,alimentos,kg,24,148.77,Día del Niño
DON00626,2026-01-01,Iglesia/Comunidad,ITM012,Ensure pediátrico,alimentos,unidad,41,210.73,Regular
DON00627,2026-05-15,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,20,109.85,Regular
DON00628,2025-07-20,Persona natural,ITM013,Papel higiénico,higiene,rollo,123,2118.58,Día del Niño
DON00629,2026-01-25,Universidad,ITM022,Termómetros digitales,insumos_medicos,unidad,45,210.94,Día del Niño
DON00630,2025-04-30,ONG,ITM006,Fideos,alimentos,kg,71,710.72,Regular
DON00631,2026-06-10,Persona natural,ITM005,Aceite vegetal,alimentos,litro,87,1432.94,Navidad
DON00632,2025-08-14,Empresa,ITM024,Antiséptico,insumos_medicos,litro,144,1117.82,Regular
DON00633,2025-05-25,Empresa,ITM021,Gasas estériles,insumos_medicos,paquete,190,1963.21,Regular
DON00634,2025-10-13,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,30,167.53,Regular
DON00635,2025-08-09,ONG,ITM017,Detergente,higiene,kg,27,126.46,Navidad
DON00636,2025-08-15,Persona natural,ITM001,Arroz,alimentos,kg,25,211.71,Regular
DON00637,2025-04-22,Iglesia/Comunidad,ITM025,Vendas,insumos_medicos,unidad,30,435.83,Regular
DON00638,2025-11-16,Iglesia/Comunidad,ITM026,Clorhexidina,insumos_medicos,frasco,91,1024.12,Regular
DON00639,2025-06-26,Iglesia/Comunidad,ITM013,Papel higiénico,higiene,rollo,39,353.01,Regular
DON00640,2025-05-21,Iglesia/Comunidad,ITM019,Mascarillas,insumos_medicos,unidad,116,191.23,Regular
DON00641,2026-06-07,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,26,149.83,Navidad
DON00642,2026-06-09,Empresa,ITM011,Agua embotellada,alimentos,litro,44,106.1,Regular
DON00643,2025-11-07,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,6,104.76,Regular
DON00644,2025-08-13,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,40,102.61,Regular
DON00645,2025-08-31,Persona natural,ITM007,Conservas de atún,alimentos,lata,44,679.43,Regular
DON00646,2026-03-04,Campaña digital,ITM016,Toallas húmedas,higiene,paquete,28,419.52,Día del Niño
DON00647,2025-03-02,Campaña digital,ITM018,Alcohol en gel,higiene,unidad,52,510.61,Navidad
DON00648,2025-09-13,Persona natural,ITM010,Frutas,alimentos,kg,71,760.97,Aniversario ALDIMI
DON00649,2026-06-29,Persona natural,ITM007,Conservas de atún,alimentos,lata,8,71.71,Aniversario ALDIMI
DON00650,2025-05-03,ONG,ITM021,Gasas estériles,insumos_medicos,paquete,56,753.66,Navidad
DON00651,2026-06-10,Iglesia/Comunidad,ITM014,Jabón líquido,higiene,litro,5,51.62,Navidad
DON00652,2025-06-29,Persona natural,ITM013,Papel higiénico,higiene,rollo,57,116.31,Aniversario ALDIMI
DON00653,2025-12-18,Persona natural,ITM024,Antiséptico,insumos_medicos,litro,11,72.91,Regular
DON00654,2025-12-22,ONG,ITM015,Pañales,higiene,unidad,65,408.74,Emergencia
DON00655,2025-05-12,Empresa,ITM024,Antiséptico,insumos_medicos,litro,56,135.56,Regular
DON00656,2026-01-12,Persona natural,ITM004,Menestras,alimentos,kg,93,1257.38,Regular
DON00657,2026-01-04,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,46,416.39,Regular
DON00658,2026-04-30,Persona natural,ITM016,Toallas húmedas,higiene,paquete,31,526.19,Emergencia
DON00659,2025-07-28,Empresa,ITM019,Mascarillas,insumos_medicos,unidad,28,266.88,Día del Niño
DON00660,2025-10-21,Iglesia/Comunidad,ITM002,Avena,alimentos,kg,92,1505.55,Emergencia
DON00661,2026-06-22,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,31,113.18,Emergencia
DON00662,2025-04-09,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,107,1833.58,Regular
DON00663,2025-08-09,Iglesia/Comunidad,ITM006,Fideos,alimentos,kg,48,738.65,Aniversario ALDIMI
DON00664,2025-08-23,Persona natural,ITM018,Alcohol en gel,higiene,unidad,31,378.07,Regular
DON00665,2025-04-08,Persona natural,ITM004,Menestras,alimentos,kg,39,540.02,Regular
DON00666,2026-01-02,Empresa,ITM002,Avena,alimentos,kg,60,323.57,Regular
DON00667,2025-11-25,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,188,3097.99,Regular
DON00668,2026-03-13,Campaña digital,ITM016,Toallas húmedas,higiene,paquete,123,1260.9,Emergencia
DON00669,2025-06-01,ONG,ITM002,Avena,alimentos,kg,24,118.69,Regular
DON00670,2025-09-21,Universidad,ITM014,Jabón líquido,higiene,litro,135,1471.0,Día del Niño
DON00671,2025-09-05,Persona natural,ITM024,Antiséptico,insumos_medicos,litro,51,861.0,Aniversario ALDIMI
DON00672,2026-06-12,Persona natural,ITM002,Avena,alimentos,kg,55,280.91,Regular
DON00673,2025-06-13,Campaña digital,ITM001,Arroz,alimentos,kg,33,592.21,Aniversario ALDIMI
DON00674,2025-07-08,ONG,ITM017,Detergente,higiene,kg,71,762.88,Emergencia
DON00675,2025-01-05,Empresa,ITM007,Conservas de atún,alimentos,lata,167,1074.18,Emergencia
DON00676,2025-12-15,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,75,926.75,Emergencia
DON00677,2025-01-02,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,28,476.94,Día del Niño
DON00678,2026-04-22,Persona natural,ITM010,Frutas,alimentos,kg,56,305.24,Regular
DON00679,2026-01-09,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,18,306.35,Navidad
DON00680,2026-01-16,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,49,448.06,Emergencia
DON00681,2025-08-28,Persona natural,ITM011,Agua embotellada,alimentos,litro,30,91.85,Regular
DON00682,2025-01-06,Persona natural,ITM011,Agua embotellada,alimentos,litro,14,67.19,Regular
DON00683,2026-04-08,Persona natural,ITM006,Fideos,alimentos,kg,38,244.17,Día del Niño
DON00684,2026-02-15,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,15,263.76,Emergencia
DON00685,2025-08-06,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,7,28.18,Aniversario ALDIMI
DON00686,2025-10-22,Iglesia/Comunidad,ITM013,Papel higiénico,higiene,rollo,13,96.67,Regular
DON00687,2025-11-19,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,37,630.9,Regular
DON00688,2025-01-11,Universidad,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,34,553.55,Regular
DON00689,2025-02-24,Empresa,ITM010,Frutas,alimentos,kg,19,149.72,Regular
DON00690,2025-12-06,ONG,ITM026,Clorhexidina,insumos_medicos,frasco,54,491.52,Aniversario ALDIMI
DON00691,2025-06-15,ONG,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,108,1882.35,Navidad
DON00692,2026-04-03,Universidad,ITM018,Alcohol en gel,higiene,unidad,53,465.06,Regular
DON00693,2026-05-25,Campaña digital,ITM027,Jeringas descartables,insumos_medicos,unidad,79,1087.98,Regular
DON00694,2026-06-26,Universidad,ITM016,Toallas húmedas,higiene,paquete,52,414.16,Regular
DON00695,2025-09-12,Universidad,ITM022,Termómetros digitales,insumos_medicos,unidad,32,493.14,Emergencia
DON00696,2025-03-19,Persona natural,ITM005,Aceite vegetal,alimentos,litro,15,143.54,Regular
DON00697,2025-03-04,Persona natural,ITM002,Avena,alimentos,kg,42,314.05,Regular
DON00698,2025-10-20,Empresa,ITM006,Fideos,alimentos,kg,19,196.26,Emergencia
DON00699,2026-01-24,Persona natural,ITM010,Frutas,alimentos,kg,17,231.46,Día del Niño
DON00700,2025-02-06,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,53,909.6,Regular
DON00701,2026-05-24,Campaña digital,ITM006,Fideos,alimentos,kg,131,2267.65,Navidad
DON00702,2025-02-13,Empresa,ITM007,Conservas de atún,alimentos,lata,68,1004.77,Regular
DON00703,2026-06-16,Universidad,ITM025,Vendas,insumos_medicos,unidad,29,485.4,Regular
DON00704,2026-02-28,Campaña digital,ITM009,Suplemento nutricional,alimentos,unidad,21,335.51,Navidad
DON00705,2025-12-08,Universidad,ITM021,Gasas estériles,insumos_medicos,paquete,19,183.36,Regular
DON00706,2025-11-28,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,35,113.5,Regular
DON00707,2025-06-03,Persona natural,ITM017,Detergente,higiene,kg,31,157.42,Aniversario ALDIMI
DON00708,2025-03-04,Persona natural,ITM016,Toallas húmedas,higiene,paquete,16,156.37,Regular
DON00709,2025-02-19,Universidad,ITM003,Leche evaporada,alimentos,lata,113,894.13,Regular
DON00710,2025-09-15,Iglesia/Comunidad,ITM008,Galletas nutritivas,alimentos,paquete,33,361.78,Navidad
DON00711,2025-07-22,Persona natural,ITM018,Alcohol en gel,higiene,unidad,52,856.35,Regular
DON00712,2025-03-11,ONG,ITM025,Vendas,insumos_medicos,unidad,58,596.44,Regular
DON00713,2026-03-07,Iglesia/Comunidad,ITM006,Fideos,alimentos,kg,11,108.18,Día del Niño
DON00714,2025-07-06,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,58,646.99,Aniversario ALDIMI
DON00715,2025-08-09,Persona natural,ITM007,Conservas de atún,alimentos,lata,96,1607.64,Regular
DON00716,2025-08-14,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,14,101.15,Regular
DON00717,2025-05-01,Universidad,ITM029,Suero oral,medicamentos_soporte,sobre,47,461.33,Regular
DON00718,2026-04-07,Empresa,ITM015,Pañales,higiene,unidad,14,176.12,Regular
DON00719,2025-03-02,Universidad,ITM020,Guantes descartables,insumos_medicos,par,106,1859.61,Día del Niño
DON00720,2025-07-22,Iglesia/Comunidad,ITM022,Termómetros digitales,insumos_medicos,unidad,22,55.36,Emergencia
DON00721,2026-03-10,Empresa,ITM002,Avena,alimentos,kg,141,1329.34,Regular
DON00722,2025-05-02,Empresa,ITM013,Papel higiénico,higiene,rollo,88,1397.6,Regular
DON00723,2025-06-30,Universidad,ITM021,Gasas estériles,insumos_medicos,paquete,53,235.41,Día del Niño
DON00724,2025-11-29,ONG,ITM005,Aceite vegetal,alimentos,litro,17,222.09,Emergencia
DON00725,2026-01-08,Iglesia/Comunidad,ITM017,Detergente,higiene,kg,56,646.9,Regular
DON00726,2025-03-01,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,18,32.1,Emergencia
DON00727,2025-02-09,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,113,1944.63,Regular
DON00728,2025-11-29,Iglesia/Comunidad,ITM025,Vendas,insumos_medicos,unidad,125,1065.72,Regular
DON00729,2025-09-21,Empresa,ITM007,Conservas de atún,alimentos,lata,75,589.88,Regular
DON00730,2026-04-30,Campaña digital,ITM014,Jabón líquido,higiene,litro,59,540.85,Regular
DON00731,2026-07-08,Persona natural,ITM016,Toallas húmedas,higiene,paquete,59,871.91,Regular
DON00732,2026-05-19,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,15,72.28,Regular
DON00733,2025-03-04,Persona natural,ITM002,Avena,alimentos,kg,4,43.16,Aniversario ALDIMI
DON00734,2025-05-21,Persona natural,ITM017,Detergente,higiene,kg,10,30.4,Regular
DON00735,2025-08-17,ONG,ITM008,Galletas nutritivas,alimentos,paquete,96,1004.76,Regular
DON00736,2025-06-19,ONG,ITM002,Avena,alimentos,kg,121,844.83,Emergencia
DON00737,2025-12-22,Empresa,ITM020,Guantes descartables,insumos_medicos,par,86,1258.94,Día del Niño
DON00738,2025-09-02,Empresa,ITM010,Frutas,alimentos,kg,131,1585.48,Día del Niño
DON00739,2025-10-03,Persona natural,ITM015,Pañales,higiene,unidad,64,562.44,Emergencia
DON00740,2025-03-09,Persona natural,ITM025,Vendas,insumos_medicos,unidad,34,95.61,Emergencia
DON00741,2026-03-11,ONG,ITM004,Menestras,alimentos,kg,83,1110.92,Regular
DON00742,2025-07-12,Empresa,ITM014,Jabón líquido,higiene,litro,258,4001.81,Aniversario ALDIMI
DON00743,2026-04-23,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,22,241.92,Aniversario ALDIMI
DON00744,2026-06-15,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,52,888.58,Regular
DON00745,2025-04-11,Campaña digital,ITM001,Arroz,alimentos,kg,29,389.25,Navidad
DON00746,2026-05-24,Persona natural,ITM028,Algodón,insumos_medicos,paquete,19,221.91,Regular
DON00747,2026-03-10,ONG,ITM021,Gasas estériles,insumos_medicos,paquete,5,64.57,Emergencia
DON00748,2025-09-12,Iglesia/Comunidad,ITM001,Arroz,alimentos,kg,20,298.28,Regular
DON00749,2025-11-01,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,5,68.18,Regular
DON00750,2025-09-16,Persona natural,ITM001,Arroz,alimentos,kg,21,80.12,Emergencia
DON00751,2025-03-20,Persona natural,ITM022,Termómetros digitales,insumos_medicos,unidad,28,261.26,Navidad
DON00752,2025-10-28,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,21,85.07,Aniversario ALDIMI
DON00753,2025-06-04,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,15,117.89,Navidad
DON00754,2025-08-23,Iglesia/Comunidad,ITM024,Antiséptico,insumos_medicos,litro,112,1467.51,Regular
DON00755,2025-02-27,Persona natural,ITM005,Aceite vegetal,alimentos,litro,32,514.04,Regular
DON00756,2026-03-11,ONG,ITM027,Jeringas descartables,insumos_medicos,unidad,135,434.19,Aniversario ALDIMI
DON00757,2025-03-06,Iglesia/Comunidad,ITM011,Agua embotellada,alimentos,litro,58,952.83,Regular
DON00758,2025-06-16,Persona natural,ITM010,Frutas,alimentos,kg,41,696.12,Regular
DON00759,2025-04-02,Universidad,ITM016,Toallas húmedas,higiene,paquete,32,232.98,Regular
DON00760,2026-06-21,ONG,ITM013,Papel higiénico,higiene,rollo,180,848.02,Regular
DON00761,2026-01-11,Iglesia/Comunidad,ITM014,Jabón líquido,higiene,litro,53,576.36,Regular
DON00762,2025-04-03,Empresa,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,75,762.82,Emergencia
DON00763,2025-12-05,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,107,460.3,Regular
DON00764,2025-03-27,Persona natural,ITM025,Vendas,insumos_medicos,unidad,25,63.69,Regular
DON00765,2025-12-06,Persona natural,ITM015,Pañales,higiene,unidad,48,856.27,Regular
DON00766,2026-06-08,Empresa,ITM008,Galletas nutritivas,alimentos,paquete,44,102.15,Regular
DON00767,2025-11-06,Empresa,ITM020,Guantes descartables,insumos_medicos,par,65,1162.87,Regular
DON00768,2026-01-24,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,20,77.03,Día del Niño
DON00769,2025-12-27,ONG,ITM005,Aceite vegetal,alimentos,litro,92,717.07,Navidad
DON00770,2026-02-28,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,17,275.88,Navidad
DON00771,2026-06-08,Persona natural,ITM007,Conservas de atún,alimentos,lata,29,290.43,Regular
DON00772,2026-01-13,Persona natural,ITM014,Jabón líquido,higiene,litro,76,1006.99,Emergencia
DON00773,2025-06-22,Empresa,ITM005,Aceite vegetal,alimentos,litro,3,5.58,Navidad
DON00774,2026-04-14,Empresa,ITM028,Algodón,insumos_medicos,paquete,10,15.97,Regular
DON00775,2026-04-01,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,49,812.8,Regular
DON00776,2026-02-24,Persona natural,ITM003,Leche evaporada,alimentos,lata,25,54.79,Regular
DON00777,2026-01-30,Persona natural,ITM011,Agua embotellada,alimentos,litro,22,249.45,Día del Niño
DON00778,2026-03-05,Campaña digital,ITM017,Detergente,higiene,kg,22,307.17,Regular
DON00779,2025-09-21,Empresa,ITM011,Agua embotellada,alimentos,litro,62,499.13,Aniversario ALDIMI
DON00780,2025-06-30,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,22,86.67,Regular
DON00781,2025-09-30,Persona natural,ITM013,Papel higiénico,higiene,rollo,3,7.77,Regular
DON00782,2026-01-19,Universidad,ITM010,Frutas,alimentos,kg,37,507.9,Regular
DON00783,2026-02-24,Campaña digital,ITM006,Fideos,alimentos,kg,117,178.42,Regular
DON00784,2025-09-07,Persona natural,ITM004,Menestras,alimentos,kg,36,504.78,Regular
DON00785,2025-12-04,Iglesia/Comunidad,ITM016,Toallas húmedas,higiene,paquete,136,1900.23,Regular
DON00786,2026-03-27,Persona natural,ITM025,Vendas,insumos_medicos,unidad,5,65.85,Emergencia
DON00787,2025-01-20,ONG,ITM018,Alcohol en gel,higiene,unidad,128,830.32,Regular
DON00788,2026-02-24,ONG,ITM011,Agua embotellada,alimentos,litro,54,845.28,Regular
DON00789,2026-03-16,Empresa,ITM008,Galletas nutritivas,alimentos,paquete,151,1045.82,Navidad
DON00790,2026-04-03,Universidad,ITM016,Toallas húmedas,higiene,paquete,26,375.61,Emergencia
DON00791,2026-03-16,Persona natural,ITM015,Pañales,higiene,unidad,40,322.88,Aniversario ALDIMI
DON00792,2025-11-11,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,55,367.46,Regular
DON00793,2025-07-11,Empresa,ITM009,Suplemento nutricional,alimentos,unidad,147,2017.91,Emergencia
DON00794,2025-03-25,Empresa,ITM025,Vendas,insumos_medicos,unidad,76,1222.59,Emergencia
DON00795,2025-04-25,Universidad,ITM006,Fideos,alimentos,kg,42,212.83,Regular
DON00796,2025-04-27,Universidad,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,72,554.64,Regular
DON00797,2026-03-23,Persona natural,ITM015,Pañales,higiene,unidad,37,87.9,Regular
DON00798,2025-12-22,ONG,ITM022,Termómetros digitales,insumos_medicos,unidad,52,557.01,Regular
DON00799,2025-08-01,Iglesia/Comunidad,ITM012,Ensure pediátrico,alimentos,unidad,19,338.56,Regular
DON00800,2025-12-18,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,52,221.16,Regular
DON00801,2025-06-02,Persona natural,ITM024,Antiséptico,insumos_medicos,litro,45,724.45,Regular
DON00802,2025-04-06,Persona natural,ITM002,Avena,alimentos,kg,64,540.32,Regular
DON00803,2025-09-17,Iglesia/Comunidad,ITM003,Leche evaporada,alimentos,lata,63,962.22,Regular
